#Wavelength,Transmission,Transmission,Transmission
#nm,,,
#,Mr. Blue,Mr. White,Three sisters
703.334492,0.026530793708877,0.0278127142675486,1.28433389062172E-4
703.368316,0.026542355596756,0.0278247688600534,1.28560788456371E-4
703.40214,0.0265539097866756,0.0278368145034498,1.2868821188489E-4
703.435963,0.0265654562641984,0.0278488511815943,1.28815659168785E-4
703.469787,0.0265769950148919,0.0278608788783502,1.28943130128875E-4
703.50361,0.0265885260243286,0.0278728975775873,1.29070624585746E-4
703.537433,0.0266000492780856,0.0278849400444783,1.29198142359751E-4
703.571255,0.0266115647617452,0.0278969732622925,1.29325683271009E-4
703.605078,0.0266230724608943,0.0279089952092148,1.29453247139408E-4
703.6389,0.0266345723611251,0.0279210084684032,1.295808337846E-4
703.672722,0.0266460644480346,0.0279330111009598,1.29708443026007E-4
703.706544,0.0266575487072249,0.0279450018258425,1.2983607468282E-4
703.740365,0.0266690251243031,0.0279569827598376,1.29963728573997E-4
703.774186,0.0266804936848815,0.027968953782814,1.30091404518265E-4
703.808007,0.0266919543745774,0.0279809103255809,1.3021910233412E-4
703.841828,0.0267034071790132,0.0279928584404619,1.30346821839829E-4
703.875649,0.0267148520838167,0.0280047958101772,1.30474562853429E-4
703.909469,0.0267262890746208,0.0280167220498848,1.30602325192724E-4
703.943289,0.0267377181370634,0.0280286356424324,1.30730108675291E-4
703.977109,0.0267491392567881,0.0280405378858168,1.3085791311848E-4
704.010929,0.0267605524194434,0.0280524283755847,1.30985738339408E-4
704.044748,0.0267719576106833,0.0280643107444501,1.31113584154967E-4
704.078567,0.0267833548161673,0.0280761853342891,1.3124145038182E-4
704.112386,0.0267947440215601,0.0280880498110498,1.31369336836401E-4
704.146205,0.0268061252125317,0.0280999047474604,1.3149724333492E-4
704.180024,0.0268174983747578,0.0281117533528338,1.31625169693356E-4
704.213842,0.0268288634939195,0.0281235965553329,1.31753115727466E-4
704.24766,0.0268402205557033,0.028135432605586,1.31881081252777E-4
704.281478,0.0268515695458013,0.0281472612076152,1.32009066084592E-4
704.315295,0.0268629104499112,0.0281590800594359,1.32137070037989E-4
704.349113,0.0268742432537364,0.0281708894523082,1.32265092927821E-4
704.38293,0.0268855679429855,0.0281826902657901,1.32393134568714E-4
704.416747,0.0268968845033733,0.0281944833795987,1.32521194775073E-4
704.450563,0.0269081929206199,0.028206265449609,1.32649273361076E-4
704.48438,0.0269194931804512,0.0282180409013384,1.32777370140681E-4
704.518196,0.026930785268599,0.028229810563328,1.32905484927619E-4
704.552012,0.0269420691708007,0.0282415654848346,1.33033617535401E-4
704.585827,0.0269533448727995,0.0282533116295597,1.33161767777315E-4
704.619643,0.0269646123603445,0.0282650429724789,1.33289935466426E-4
704.653458,0.0269758716191907,0.0282767666876814,1.33418120415578E-4
704.687273,0.026987122635099,0.0282884814538863,1.33546322437394E-4
704.721088,0.026998365393836,0.0283001865308938,1.33674541344276E-4
704.754902,0.0270095998811745,0.0283118798383927,1.33802776948405E-4
704.788717,0.0270208260828932,0.0283235617289647,1.33931029061743E-4
704.822531,0.0270320439847767,0.0283352333679588,1.34059297496031E-4
704.856345,0.0270432535726159,0.0283468964664317,1.34187582062791E-4
704.890158,0.0270544548322075,0.0283585487490209,1.34315882573326E-4
704.923972,0.0270656477493545,0.0283701902817292,1.34444198838722E-4
704.957785,0.0270768323098659,0.0283818210863436,1.34572530669844E-4
704.991598,0.0270880084995569,0.0283934438154974,1.34700877877342E-4
705.02541,0.0270991763042488,0.0284050550624285,1.34829240271648E-4
705.059223,0.0271103357097694,0.0284166570354583,1.34957617662974E-4
705.093035,0.0271214867019525,0.0284282452676484,1.35086009861321E-4
705.126847,0.0271326292666381,0.0284398216207851,1.35214416676468E-4
705.160659,0.0271437633896729,0.028451384761745,1.35342837917983E-4
705.19447,0.0271548890569094,0.0284629388177691,1.35471273395215E-4
705.228282,0.0271660062542069,0.0284744769636971,1.35599722917301E-4
705.262093,0.027177114967431,0.0284860042613593,1.35728186293161E-4
705.295903,0.0271882151824536,0.0284975183801529,1.35856663331502E-4
705.329714,0.0271993068851532,0.0285090208338556,1.35985153840817E-4
705.363524,0.0272103900614146,0.0285205107662942,1.36113657629386E-4
705.397334,0.0272214646971294,0.02853199241433,1.36242174505276E-4
705.431144,0.0272325307781954,0.0285434642633681,1.36370704276341E-4
705.464954,0.0272435882905174,0.0285549219123559,1.36499246750223E-4
705.498763,0.0272546372200063,0.0285663682249732,1.36627801734352E-4
705.532573,0.0272656775525801,0.0285778026173925,1.36756369035949E-4
705.566382,0.0272767092741632,0.0285892255647086,1.3688494846202E-4
705.60019,0.0272877323706868,0.0286006337915161,1.37013539819364E-4
705.633999,0.0272987468280887,0.0286120302691507,1.37142142914569E-4
705.667807,0.0273097526323136,0.0286234154556223,1.37270757554011E-4
705.701615,0.0273207497693129,0.0286347931414472,1.37399383543862E-4
705.735423,0.0273317382250449,0.0286461601770511,1.3752802069008E-4
705.76923,0.0273427179854746,0.028657520090516,1.37656668798417E-4
705.803038,0.0273536890365741,0.0286688701943753,1.37785327674417E-4
705.836845,0.0273646513643221,0.0286802094804077,1.37913997123416E-4
705.870652,0.0273756049547044,0.0286915351886731,1.38042676950543E-4
705.904458,0.0273865497937138,0.028702851353702,1.38171366960721E-4
705.938264,0.02739748586735,0.0287141553453423,1.38300066958666E-4
705.972071,0.0274084131616199,0.0287254498199421,1.38428776748888E-4
706.005877,0.0274193316625372,0.0287367337997527,1.38557496135693E-4
706.039682,0.0274302413561228,0.0287480093192013,1.3868622492318E-4
706.073488,0.0274411422284048,0.0287592750853105,1.38814962915246E-4
706.107293,0.0274520342654182,0.0287705284225176,1.38943709915581E-4
706.141098,0.0274629174532054,0.0287817708994985,1.39072465727673E-4
706.174902,0.027473791777816,0.0287930054194607,1.39201230154806E-4
706.208707,0.0274846572253066,0.0288042301433403,1.39330003000064E-4
706.242511,0.0274955137817412,0.0288154418093123,1.39458784066325E-4
706.276315,0.0275063614331912,0.0288266460763038,1.39587573156266E-4
706.310119,0.0275172001657352,0.0288378431818191,1.39716370072365E-4
706.343923,0.0275280299654591,0.0288490309781777,1.39845174616895E-4
706.377726,0.0275388508184563,0.0288602071934895,1.39973986591932E-4
706.411529,0.0275496627108275,0.0288713709900703,1.40102805799351E-4
706.445332,0.0275604656286808,0.0288825225365454,1.40231632040824E-4
706.479134,0.027571259558132,0.0288936650248517,1.4036046511783E-4
706.512937,0.0275820444853041,0.0289047992317255,1.40489304831643E-4
706.546739,0.0275928203963278,0.0289159246543602,1.40618150983342E-4
706.580541,0.0276035872773414,0.0289270432230662,1.40747003373809E-4
706.614343,0.0276143451144906,0.028938147525286,1.40875861803725E-4
706.648144,0.0276250938939289,0.0289492414093944,1.41004726073578E-4
706.681945,0.0276358336018173,0.0289603255944693,1.41133595983656E-4
706.715746,0.0276465642243246,0.0289714001770219,1.41262471334054E-4
706.749547,0.0276572857476271,0.0289824631995198,1.41391351924669E-4
706.783347,0.027667998157909,0.0289935162025099,1.41520237555204E-4
706.817148,0.0276787014413623,0.0290045579324552,1.41649128025167E-4
706.850948,0.0276893955841867,0.0290155884258619,1.41778023133871E-4
706.884747,0.0277000805725897,0.0290266040189399,1.41906922680438E-4
706.918547,0.0277107563927867,0.0290376086049508,1.42035826463794E-4
706.952346,0.027721423031001,0.0290485966586152,1.42164734282672E-4
706.986145,0.0277320804734637,0.0290595707686592,1.42293645935614E-4
707.019944,0.027742728706414,0.0290705319626155,1.42422561220971E-4
707.053743,0.0277533677160989,0.0290814814674695,1.425514799369E-4
707.087541,0.0277639974887735,0.0290924190391809,1.42680401881368E-4
707.121339,0.0277746180107009,0.0291033438973877,1.42809326852152E-4
707.155137,0.0277852292681522,0.0291142574802735,1.42938254646839E-4
707.188935,0.0277958312474068,0.0291251587512117,1.43067185062826E-4
707.222732,0.027806423934752,0.0291360492995308,1.43196117897321E-4
707.25653,0.0278170073164831,0.0291469260927454,1.43325052947343E-4
707.290327,0.0278275813789041,0.0291577897677055,1.43453990009724E-4
707.324123,0.0278381461083266,0.0291686388171106,1.43582928881108E-4
707.35792,0.0278487014910709,0.0291794809608776,1.4371186935795E-4
707.391716,0.0278592475134653,0.0291903111513996,1.43840811236522E-4
707.425512,0.0278697841618465,0.0292011287524161,1.43969754312906E-4
707.459308,0.0278803114225594,0.0292119343354345,1.44098698382999E-4
707.493103,0.0278908292819573,0.0292227329825773,1.44227643242516E-4
707.526899,0.0279013377264021,0.0292335206288177,1.44356588686983E-4
707.560694,0.0279118367422637,0.0292442960136487,1.44485534511744E-4
707.594489,0.0279223263159209,0.0292550585218844,1.44614480511958E-4
707.628283,0.0279328064337605,0.0292658094384998,1.44743426482603E-4
707.662077,0.0279432770821781,0.0292765438368188,1.44872372218472E-4
707.695872,0.0279537382475778,0.0292872655355163,1.45001317514175E-4
707.729665,0.0279641899163722,0.0292979729864223,1.45130262164144E-4
707.763459,0.0279746320749824,0.0293086723138067,1.45259205962624E-4
707.797253,0.0279850647098382,0.0293193629184698,1.45388148703684E-4
707.831046,0.0279954878073782,0.0293300437393786,1.45517090181211E-4
707.864839,0.0280059013540493,0.0293407146854073,1.45646030188911E-4
707.898631,0.0280163053363075,0.0293513776615088,1.45774968520313E-4
707.932424,0.0280266997406172,0.0293620306624627,1.45903904968764E-4
707.966216,0.0280370845534517,0.0293726720795382,1.46032839327436E-4
708.000008,0.0280474597612933,0.0293833047715656,1.46161771389321E-4
708.0338,0.0280578253506327,0.0293939246383533,1.46290700947234E-4
708.067591,0.0280681813079697,0.0294045310568205,1.46419627793813E-4
708.101383,0.028078527619813,0.0294151245250648,1.46548551721521E-4
708.135174,0.0280888642726801,0.0294257092684033,1.46677472522643E-4
708.168964,0.0280991912530975,0.0294362861292287,1.46806389989289E-4
708.202755,0.0281095085476006,0.0294468511934129,1.46935303913397E-4
708.236545,0.0281198161427339,0.0294574030176197,1.47064214086728E-4
708.270335,0.0281301140250507,0.0294679432225759,1.47193120300868E-4
708.304125,0.0281404021811137,0.0294784720862215,1.47322022347234E-4
708.337915,0.0281506805974944,0.0294889920047879,1.47450920017065E-4
708.371704,0.0281609492607735,0.0294995036432904,1.47579813101433E-4
708.405493,0.0281712081575408,0.0295100057486705,1.47708701391233E-4
708.439282,0.0281814572743953,0.0295204992813128,1.47837584677193E-4
708.473071,0.0281916965979452,0.0295309802198567,1.47966462749868E-4
708.506859,0.028201926114808,0.0295414515988982,1.48095335399644E-4
708.540647,0.0282121458116104,0.0295519131725963,1.48224202416735E-4
708.574435,0.0282223556749882,0.0295623621375824,1.48353063591189E-4
708.608223,0.0282325556915868,0.0295728045915524,1.48481918712883E-4
708.642011,0.0282427458480607,0.0295832407642868,1.48610767571527E-4
708.675798,0.0282529261310741,0.0295936690208572,1.48739609956663E-4
708.709585,0.0282630965273002,0.0296040868861816,1.48868445657665E-4
708.743372,0.0282732570234218,0.029614498456061,1.48997274463743E-4
708.777158,0.0282834076061313,0.0296249022413441,1.49126096163938E-4
708.810944,0.0282935482621304,0.0296352987838385,1.49254910547128E-4
708.84473,0.0283036789781304,0.0296456920579105,1.49383717402023E-4
708.878516,0.0283137997408521,0.0296560754919219,1.49512516517172E-4
708.912302,0.028323751748576,0.0296664505685685,1.49641307680958E-4
708.946087,0.0283336937500423,0.029676818378995,1.497700906816E-4
708.979872,0.0283436257929813,0.0296871786325721,1.49898865307157E-4
709.013657,0.0283535475957627,0.0296975357429436,1.50027631345522E-4
709.047442,0.0283634585414528,0.0297078804395506,1.50156388584429E-4
709.081226,0.02837335890225,0.029718217672888,1.5028513681145E-4
709.11501,0.0283832485563471,0.0297285525055207,1.50413875813995E-4
709.148794,0.0283931271060612,0.0297388758952665,1.50542605379316E-4
709.182578,0.0284029945697504,0.0297491979537694,1.50671325294504E-4
709.216361,0.0284128522101975,0.0297595088292027,1.50800035346491E-4
709.250144,0.0284226991257264,0.0297698126045216,1.50928735322051E-4
709.283927,0.0284325351676461,0.0297801056739679,1.51057425007799E-4
709.31771,0.0284423610554289,0.0297903924144365,1.51186104190193E-4
709.351492,0.0284521769740383,0.0298006652400817,1.51314772655535E-4
709.385275,0.0284619824602359,0.0298109306610564,1.51443430189969E-4
709.419057,0.0284717780704462,0.0298211855743101,1.51572076579484E-4
709.452838,0.0284815628343028,0.0298314323787667,1.51700711609915E-4
709.48662,0.0284913380551816,0.0298416699384123,1.5182933506694E-4
709.520401,0.0285011038370793,0.0298518994177103,1.51957946736083E-4
709.554182,0.0285108611927494,0.0298621189566557,1.52086546402717E-4
709.587963,0.0285206088537166,0.0298723342595779,1.52215133852059E-4
709.621744,0.0285303470673654,0.0298825416485604,1.52343708869174E-4
709.655524,0.028540075674105,0.0298927390798798,1.52472271238977E-4
709.689304,0.0285497937063741,0.0299029259700722,1.5260082074623E-4
709.723084,0.0285595012791394,0.0299131033168606,1.52729357175543E-4
709.756863,0.0285691987313263,0.0299232655866689,1.52857880311378E-4
709.790643,0.0285788864663902,0.0299334197653577,1.52988333057429E-4
709.824422,0.0285885638015522,0.0299435597039442,1.53118700268406E-4
709.858201,0.0285982305377369,0.0299536888110831,1.53249158055049E-4
709.891979,0.0286078868014277,0.0299638128442637,1.53379560479713E-4
709.925758,0.0286175335962724,0.029973930980862,1.53509947283179E-4
709.959536,0.0286271703876412,0.0299840401768783,1.53640221244923E-4
709.993314,0.0286367955447634,0.0299941419129114,1.53770516605304E-4
710.027091,0.0286464089403097,0.030004236020274,1.5390070632138E-4
710.060869,0.0286560121476432,0.0300143189508985,1.54030789897983E-4
710.094646,0.0286656042644259,0.0300243938393212,1.54160935272957E-4
710.128423,0.0286751847048385,0.0300344579215001,1.54291148339988E-4
710.1622,0.0286847548905183,0.0300445097100748,1.54421304876238E-4
710.195976,0.028694313011953,0.0300545526528378,1.54551404554759E-4
710.229752,0.0287038610051773,0.0300645876062751,1.54681412820978E-4
710.263528,0.0287133980119077,0.0300746191734203,1.5481136451184E-4
710.297304,0.0287229230772483,0.0300846447311725,1.54941358293402E-4
710.33108,0.0287324365191449,0.0300946658364737,1.55071412418522E-4
710.364855,0.0287419385840667,0.0301046826702103,1.55201373199229E-4
710.39863,0.0287514306256951,0.030114695254576,1.55331117421624E-4
710.432405,0.0287609127989048,0.0301247027737291,1.55460736113271E-4
710.466179,0.0287703843489694,0.0301347049679304,1.55590354459155E-4
710.499954,0.0287798454474378,0.0301446980111514,1.55719986114843E-4
710.533728,0.0287892967299457,0.0301546834966848,1.55849658678049E-4
710.567502,0.0287987358084386,0.0301646578896164,1.55979229744641E-4
710.601275,0.0288081630386703,0.0301746226126811,1.56108758771497E-4
710.635048,0.0288175795838453,0.0301845843953866,1.56238249454526E-4
710.668822,0.0288269857502672,0.0301945396126294,1.5636766689831E-4
710.702594,0.0288363807106053,0.0302044911583954,1.56496855233437E-4
710.736367,0.0288457643674126,0.0302144346644326,1.5662593634237E-4
710.770139,0.0288551381493239,0.0302243720428318,1.56755106438391E-4
710.803912,0.0288645020727981,0.0302342915495644,1.56884359465266E-4
710.837683,0.0288738558380753,0.0302441949486729,1.57013463601157E-4
710.871455,0.0288831992198824,0.0302540835684449,1.57142494838976E-4
710.905227,0.0288925329678176,0.03026395546345,1.57271638317072E-4
710.938998,0.0289018564183386,0.0302738100343184,1.57400604527086E-4
710.972769,0.0289111704306389,0.0302836514670768,1.57529489867398E-4
711.006539,0.0289204746520724,0.0302934777354163,1.57658260158601E-4
711.04031,0.0289297686393359,0.0303032895229394,1.57786930069474E-4
711.07408,0.0289390536730188,0.0303130896170747,1.57915501317465E-4
711.10785,0.0289483293991733,0.0303228765334374,1.58044044266137E-4
711.14162,0.028957595800808,0.0303326510554939,1.58172294724976E-4
711.175389,0.0289668531787096,0.0303424190279008,1.58300544575119E-4
711.209158,0.0289761012129941,0.0303521752795183,1.58428608218165E-4
711.242927,0.0289853386522939,0.0303619281865573,1.58556510201768E-4
711.276696,0.0289945665036278,0.0303716700996109,1.58684445270962E-4
711.310465,0.0290037843978783,0.0303814113650402,1.58812351003811E-4
711.344233,0.0290129930985753,0.0303911458097433,1.58940156500703E-4
711.378001,0.0290221925090967,0.0304008708438661,1.59068060501035E-4
711.411769,0.0290313841300682,0.0304105857608305,1.59195907480214E-4
711.445536,0.0290405655449235,0.0304202927883757,1.5932383930215E-4
711.479304,0.0290497377877351,0.0304299899791551,1.59451839385109E-4
711.513071,0.0290589013524792,0.0304396828317293,1.59579732073788E-4
711.546838,0.0290680548705889,0.0304493686258988,1.59707724478217E-4
711.580604,0.0290771985501334,0.03045904573307,1.59835763134401E-4
711.614371,0.0290863323248566,0.030468712100737,1.5996391549727E-4
711.648137,0.0290954557338119,0.0304783706432125,1.60092043080787E-4
711.681902,0.02910456936367,0.0304880227936026,1.60220026980031E-4
711.715668,0.0291136718825134,0.0304976642213829,1.60348075228748E-4
711.749433,0.0291227634590886,0.0305072969301191,1.60476097391672E-4
711.783199,0.0291318450037716,0.0305169210505163,1.60604127572824E-4
711.816963,0.0291409169037519,0.0305265411935866,1.6073201856422E-4
